CERTIFIED.eid  CERTIFIED.aid  EMPLOYEES.eid  EMPLOYEES.ename  EMPLOYEES.salary  
8170	1431	8170	pqnqfmtwyh	11943	
8852	8402	8852	ypilleiapq	2785	
10742	17813	10742	yvojotciio	14712	
3091	3249	3091	hnpsidrlra	5906	
8433	6682	8433	orpnmnkibs	9721	
4290	13372	4290	dwlebmhvwg	16930	
885	14618	885	yxjovjxzbj	8636	
7787	7163	7787	rsckldfynh	18921	
2636	2528	2636	llaxtounic	12395	
7185	17804	7185	bpgpnuzgjp	11700	
8086	18035	8086	kszdanhpzf	19302	
4285	4406	4285	xuaeairbef	14497	
5143	7219	5143	ptjuypopsr	15239	
10587	6046	10587	hydihuaqxb	12457	
1502	11231	1502	hhqzclaust	12316	
5584	18437	5584	jzphdhqgcs	13905	
2079	2051	2079	hcqayvmuqz	973	
819	11662	819	gfxgggxuzq	57	
7849	10960	7849	gwrsdmmiau	17131	
1695	18466	1695	zczoetlwrn	3750	
10191	13382	10191	helrdorfzf	19431	
8254	15153	8254	acpuqzavao	15782	
10630	4846	10630	zgxblbalke	8987	
10490	10290	10490	lcapsfruus	5324	
6603	420	6603	apspcqwdjc	319	
91	10525	91	fplvhgwzrm	239	
5902	14722	5902	tutxldnnvk	6798	
10338	10937	10338	yuaxbdsvdb	10855	
8228	9525	8228	cuinqlcvok	15156	
11661	4812	11661	bxnctftrlr	17807	
10264	6499	10264	gumjjurnpy	6356	
7492	6129	7492	llnmpqjpwa	4155	
535	4247	535	nlwcdtwqak	1534	
6587	2901	6587	tplbtjzxsv	17065	
5315	7148	5315	iloxmfqxia	8007	
5395	19170	5395	wgaturnswe	19084	
10093	14394	10093	ezbroxafvq	1790	
2348	184	2348	pndbbubftx	16746	
6082	13883	6082	yuylaahnhf	18598	
4643	14957	4643	qonddxhfkf	508	
148	14345	148	wcjzkuftie	1642	
11097	9748	11097	xephdhwctc	9229	
620	2547	620	zoygdutbvy	18275	
8036	11684	8036	qoqpsgmrnq	9836	
6059	12774	6059	mopdbeagtd	14404	
9764	19640	9764	zadruafegi	2428	
11609	11180	11609	rbtwsvptmo	9694	
11603	14464	11603	vrhygzhzqe	15112	
4045	14436	4045	vmbccgzgzv	12311	
9302	4274	9302	fcysjlidct	8395	
3033	18321	3033	kdjzcrdhvw	9238	
6933	6614	6933	tseaekuxvu	18725	
2806	19173	2806	lnmkuhwhnm	7109	
1077	4941	1077	wcefcyonwh	2006	
4672	19081	4672	eafyklznfx	7969	
5773	15570	5773	uykhepesle	3602	
4107	16060	4107	oevxcvptew	18877	
5932	6572	5932	nflgtvaqof	3233	
7058	9786	7058	lmryabuwjo	11514	
5680	5464	5680	dtxdcczhth	4260	
10242	17800	10242	admvwsjnnf	8546	
6995	3734	6995	znkplogipy	17978	
10320	12473	10320	ofinegttys	5173	
2301	5804	2301	vncbuahnnm	4026	
9794	6671	9794	vkpsnrrxyh	17280	
11794	8120	11794	ylvmhsjovf	2437	
1668	19873	1668	qdvtsuhset	7020	
11287	12168	11287	tyhkddmxkp	10788	
4805	7622	4805	kylpxngxey	19117	
767	14864	767	ugwrnxhkdq	13615	
10820	11842	10820	fhploauszj	17008	
11960	15510	11960	mkbpfnbpid	9260	
4985	7943	4985	qxcegrqjoc	13365	
11417	16148	11417	yhdmfxwdpz	16262	
7736	4716	7736	qkjpybrcdg	7406	
9815	9779	9815	nwxiqfakyc	8380	
1521	1854	1521	eraiggmqer	2008	
7753	9072	7753	sxduencruc	1174	
2777	6501	2777	jefssxsepw	2497	
7800	679	7800	qgbpehsayg	8525	
2846	18745	2846	soegxkhlke	1343	
11874	15242	11874	rwxejqidef	11338	
3434	4441	3434	ousmpodxzh	6660	
8949	16143	8949	jymxwddwsu	7665	
9119	18460	9119	qtqvpiweee	9108	
2064	4089	2064	gtvaxhocbj	2673	
10520	12198	10520	umzvknjngx	17905	
3321	7688	3321	xpfgwznlkt	3884	
5091	3526	5091	brdmrszxql	5504	
6023	12202	6023	aowyaffifg	13455	
4454	15157	4454	lijdmiparq	7755	
3362	19166	3362	ospbrbbhws	15104	
2685	14669	2685	psennmixxe	17236	
136	8582	136	zdknsjnark	19408	
7670	14620	7670	tbiyeiaanl	3149	
6584	5066	6584	loxdjoprda	2198	
9970	18535	9970	oshcamobqe	2222	
4276	2405	4276	ihmehmbncw	15485	
4259	3915	4259	fqvgjmkdcn	11793	
10218	4406	10218	qktbbwkvdx	9957	
5469	12347	5469	ousndaxykf	15427	
6874	19631	6874	amsmjcrwgc	2504	
900	8897	900	cyfcjdvoiq	14596	
953	8662	953	leucsskgiy	5354	
11628	10745	11628	pnumrpzmpe	5339	
2498	344	2498	axogczqjtv	8054	
3656	411	3656	rjcvupqlnt	14939	
2464	14252	2464	pamfvzxaif	1252	
8474	13847	8474	lqvbakknnk	4312	
4578	7036	4578	qvtxikruqg	12351	
8075	18689	8075	txqvrqedmn	12311	
1270	11495	1270	rrpsypayhu	5338	
3948	5162	3948	cjbnwwwked	7575	
8454	4130	8454	gyexzwwluy	5566	
10770	554	10770	nwdpurvmnu	16622	
1612	10417	1612	oguawpkxlk	9793	
2573	12980	2573	qjgwpihzvz	13668	
8556	7778	8556	wdoairisdx	3619	
458	13553	458	jayhjbrgyt	10948	
11190	11222	11190	nxmrejnsbn	4356	
2288	4037	2288	elzdnovrmc	17285	
956	11429	956	glimdcavzn	18455	
6256	3217	6256	rxteibpsrq	5831	
1163	6372	1163	nxnvmqyzmf	1166	
6469	16571	6469	voipeqzghx	7841	
836	15406	836	vbrsvabnfc	6749	
6319	9097	6319	nlylwhmztr	8224	
11683	7399	11683	abnjdumuvp	11513	
8253	1658	8253	rfemgmnpcq	3332	
6812	19298	6812	tkqgbkboqo	13946	
7734	5856	7734	isogwizgvh	9128	
1264	1911	1264	fomneujjmn	14621	
6739	5607	6739	hklbyirrkz	5865	
4533	17959	4533	hedziqnojf	368	
3642	4486	3642	ehmanabbae	356	
8432	5964	8432	obmedflokw	17508	
130	19868	130	ylxagcjahg	2475	
2916	6871	2916	putybcpmae	16273	
8292	19367	8292	goqokdavqd	19553	
11009	10690	11009	ixrfeyfqgz	10558	
7362	8782	7362	pykzkyfzka	17051	
11235	19134	11235	cdbrdcnymn	18010	
865	12904	865	gfqpzygqzj	11708	
4826	3094	4826	wcsbzalsif	8739	
4222	6695	4222	lhuqmmlqwe	10668	
1468	19713	1468	lzgptyfunz	7475	
5682	6812	5682	ycmcegzcba	19688	
7118	9308	7118	zfnogoqrnv	6857	
7213	5835	7213	jwzrcbcvpi	6302	
1946	13921	1946	vvfujnxzde	98	
6777	13557	6777	osiwmtkbiz	725	
166	9525	166	vrmrstizcg	13887	
5678	833	5678	culavutujm	18125	
2330	8386	2330	yeavinbjao	6771	
6810	11947	6810	qppjyqkqrx	17121	
6585	19317	6585	hxtitfszqi	7344	
277	13455	277	kukcfswdqk	18166	
7049	8472	7049	jhuyzcdmdf	7514	
2483	7125	2483	dqttgcazsy	11518	
3277	9455	3277	krorjxpbss	15093	
11010	3381	11010	qpwohulyzw	18686	
9199	2934	9199	gajebmilfs	16123	
6370	2218	6370	eyfcdexvty	1050	
7502	13703	7502	ykgfqqngox	11225	
5976	14406	5976	okpozkkmbk	1070	
3789	4262	3789	hsbwocdmlk	19178	
8492	2228	8492	mrdneitvlw	7429	
11669	12864	11669	dgffauxdhl	18737	
7148	8240	7148	zgdhrellue	12063	
872	11440	872	ecginexxxs	6418	
8297	11794	8297	kubfytalsq	8155	
10761	14409	10761	owpdboteyz	3095	
9819	3754	9819	xlxcxzpfcx	3463	
7646	5259	7646	vioywetohp	2106	
3413	14335	3413	ewxjkhjtby	5634	
62	6263	62	fvrkgyovpi	19949	
6158	18433	6158	bziykijyyu	8222	
2475	9029	2475	wnpnujtjsc	1085	
5951	8050	5951	csxsdowzjz	19115	
1146	3827	1146	isnfsmjofy	11428	
3754	15505	3754	psfomtntix	6737	
4033	17850	4033	ovreceouen	4296	
4835	11964	4835	txxaktswvq	4439	
3262	13689	3262	milecsdzku	17688	
6592	14100	6592	zlzkbrpady	4851	
9597	16597	9597	fpoqhgnmuz	15188	
4544	8791	4544	vipgvpjxwy	9535	
5653	11330	5653	yekarfmmzr	13873	
1073	15642	1073	texlcqvuey	2948	
10506	13830	10506	eztekueveg	8522	
7319	19768	7319	zomyqnzbwb	13555	
6911	3837	6911	bfygaxthka	19269	
11269	15412	11269	logmlbcrkz	8472	
7035	10933	7035	iekonppshx	5115	
1223	13768	1223	fxjrnikpkb	17688	
6580	17344	6580	ohrhqhekuo	18698	
6455	11908	6455	aimyefghxl	15883	
4172	19723	4172	etkhymjajt	5387	
4559	2401	4559	vbmwdsqjht	6891	
11528	4183	11528	rfuhizauzg	18116	
6449	7664	6449	xyjkubtgih	19179	
7381	17068	7381	qnfqxkljci	19183	
11900	19203	11900	qgweaifktg	15106	
9604	18827	9604	trajvzzatg	17677	
11158	10789	11158	kxdgbywude	9865	
5706	1823	5706	uqeyfpbygl	11025	
6981	17006	6981	ymmjvddogp	11524	
452	10208	452	jsefkxzbek	338	
11357	1374	11357	yhakcauxax	11155	
9307	4794	9307	tpjgejggpg	2841	
2216	15631	2216	ptcnafiqdg	3049	
10167	18659	10167	zphlxmcrbk	8219	
8905	17085	8905	uwyvofwgil	18809	
11625	10158	11625	nevoivldpk	823	
2038	17718	2038	keqofkmhcc	1966	
10302	4226	10302	xmmclboiyy	18389	
6401	17951	6401	cjownxciha	8465	
6086	4596	6086	gmamdsbptd	18400	
5151	1086	5151	uepubmkkgw	11652	
372	13711	372	xfbgsvsivw	14151	
11407	8041	11407	dkvfzwwewf	13618	
6943	16190	6943	tixowhmyev	1465	
638	15414	638	qykcwgbguu	17365	
1196	2914	1196	twuaubinak	2174	
11447	16994	11447	ysosfqakbl	12181	
5292	10336	5292	ksduusqkfa	14938	
4320	11214	4320	myvpzwfhef	3132	
2989	3565	2989	zxvuekfgta	3497	
1843	15164	1843	fvcodtacnt	10968	
11565	15763	11565	dnhauwrufb	8594	
616	2559	616	jqkwagdgyp	1023	
8065	16125	8065	iocnatkloc	4405	
11786	12173	11786	nnrlizboek	13000	
8917	15288	8917	hxflqzbpws	8246	
3379	11237	3379	jzhlqjfwsn	1770	
11545	12506	11545	mtseqmwtfe	14102	
10551	105	10551	gqajmowuup	3436	
8359	8285	8359	atutqjkxkf	18317	
11314	3065	11314	ccaowahwyi	6919	
10898	11276	10898	uytporablk	1662	
4028	10223	4028	vbmeielnun	15124	
4022	9992	4022	osvxzxvnjb	14897	
6651	2749	6651	jthuqzgpfg	1532	
4735	15139	4735	btpbyxvhsp	672	
7268	12952	7268	sljdctjbvq	6659	
9090	17465	9090	eeklytdums	17110	
2081	14612	2081	xjqpktjjhl	4533	
5910	11416	5910	ldsfewnyrl	6617	
2413	10047	2413	yfzfcggeoj	14945	
4725	2170	4725	vfpqjcknul	17133	
1132	5256	1132	nvjvkbsqgv	6862	
2391	3495	2391	vdwbpbjofs	1446	
1841	5055	1841	kzhtnceojx	2914	
11942	17572	11942	rissvgaocs	734	
1189	8906	1189	wvjobwhscm	15709	
94	11751	94	togprrupud	10841	
6776	19005	6776	vyuyynjfkg	1361	
2853	1799	2853	huiupuwjxz	14929	
11629	9006	11629	uttfzegdfj	13344	
2839	16	2839	pwljmpmdne	4718	
9664	13813	9664	aaurzltzia	12928	
10012	167	10012	bwwmumwqrd	18374	
11864	10238	11864	ntohirezbt	9565	
9828	3531	9828	gtntuxqozp	5306	
7127	7069	7127	oqorgensfv	12166	
6913	15184	6913	bafqvnjcmh	19840	
8132	2905	8132	lbkqvfplaw	7257	
1433	6647	1433	ijxkvofmjf	16766	
4367	4757	4367	nktkqcgufv	7039	
7822	9485	7822	npgteecskj	513	
5795	11966	5795	oriymzimgf	17766	
11332	13528	11332	nqndwyjqpp	670	
404	12267	404	itsxoaaltw	17498	
10266	18535	10266	iietrllrvm	11237	
3378	5039	3378	ebwnovpxmy	8117	
1628	2830	1628	aofyqzkjwu	12868	
7028	19129	7028	wnogngxrch	7846	
4305	11705	4305	mbfoxygamp	12369	
11651	14533	11651	wjkovexnrd	17328	
7151	16878	7151	pfhrwbrxoh	18829	
2997	10468	2997	jtnencnnub	2995	
1707	14432	1707	bwlmxhxzgc	18030	
11759	1098	11759	vaknzymqqm	17942	
11634	17535	11634	qhblrqbvbz	17349	
7222	7630	7222	gkaergeqht	18088	
3105	855	3105	idzjvotebk	17015	
4888	19554	4888	scifjmgamw	770	
9609	5829	9609	cjrrofixdx	222	
9080	19081	9080	puhdlvtouf	15542	
9871	11188	9871	ujssylewvk	19348	
225	4395	225	wshdppgzcu	11890	
10900	6662	10900	wetcscpqaj	9524	
954	10890	954	utefgirywk	8673	
3168	3040	3168	acvwbvepvd	18316	
11749	14808	11749	ucgvaoooug	4827	
9299	7971	9299	ozwzfhtppa	1027	
8481	452	8481	otjuygvand	14811	
3643	25	3643	uvdswsspde	136	
9319	6237	9319	tupiorrxul	1024	
61	10199	61	bcwybyewrd	19361	
313	15488	313	djqqglyktq	4171	
5851	7684	5851	zjyyglljqs	6446	
4767	2958	4767	upfkqajuck	1794	
6342	4483	6342	lmwkopxgbj	4127	
9949	7480	9949	nditcwlzfr	5107	
3311	9433	3311	btcxbtrtcb	7221	
1643	7937	1643	ezvhvqshsi	5363	
3466	11919	3466	flmhkzjpdc	5196	
913	2805	913	sdxfjuoipl	4318	
7238	19876	7238	xmzabexgmr	13593	
3369	19684	3369	fewkdpylpk	8672	
1525	9964	1525	kxlkhrjpfe	19773	
1666	12964	1666	bnuyeshsvv	7306	
9121	6467	9121	pljbkczaau	5431	
11592	7953	11592	xfepfpxkcf	2086	
8957	13699	8957	djaqcasrwb	9314	
11169	6316	11169	plpjurwfti	3030	
6330	10313	6330	uiekzzfkyz	10761	
5599	13983	5599	murdrxoflm	1490	
2716	19961	2716	jqazlvjetu	382	
10733	14052	10733	wemdchtuvm	6942	
4377	11482	4377	jyjiihgzle	4289	
5776	14249	5776	pqmopeesxp	1357	
11018	4757	11018	vhayhtknmj	541	
7533	16932	7533	sqmcsxnzbj	18408	
8666	13719	8666	zpnlyrsaut	9801	
10290	8159	10290	sbikkpyldt	15027	
1044	14612	1044	zpbuwdgdfu	9077	
10023	7363	10023	skfgqfqvkh	17958	
119	16520	119	cfwmxaqmod	9567	
982	2897	982	wylfvcyohf	9215	
5241	4912	5241	qtczwltuqx	8523	
598	16702	598	cowfiyavdm	14748	
11334	6420	11334	gdnyevcoeg	577	
6953	3921	6953	bnutlsgluz	10549	
2101	16916	2101	boaiizmywh	4570	
11663	17497	11663	hkbaarzxiv	16702	
1786	3520	1786	lakcfnfjgc	12120	
11369	15394	11369	xfijbbzyqd	2830	
8459	11164	8459	tvqmjecupw	6566	
1243	1626	1243	nxeitxekol	17749	
2389	8513	2389	aimvsueviu	18745	
3491	16470	3491	lfweuthiky	4521	
1455	16165	1455	uqzbrukjgr	19653	
6258	18246	6258	ccsalpphzu	6385	
9968	5764	9968	doukcdxmue	15278	
4623	14846	4623	uwbazkyevq	5981	
6932	5806	6932	mdzsxizfew	18227	
2666	629	2666	euppmtefla	19672	
3377	6441	3377	hmcqytabct	14368	
3985	16522	3985	nkbanvbzto	12113	
4669	5543	4669	cvuwfvgvum	13575	
2405	16122	2405	xfglletqei	14172	
744	442	744	dmvgoztqyy	12495	
2172	8300	2172	grrwghjjko	11025	
1744	13464	1744	bmetnovqjy	6775	
6350	17559	6350	qkbmxtftfu	18172	
9538	2779	9538	nvummwbmgl	15609	
6980	1532	6980	rruqawnnqc	14773	
10516	14521	10516	tmdlbpsfwa	14963	
2247	2675	2247	mbbgnhxvef	6278	
10652	7530	10652	yzvznijwfq	485	
3859	3110	3859	urnebucpzy	6451	
5830	13355	5830	nmfotfygkr	10747	
2283	8339	2283	smicqasdad	19365	
5407	9388	5407	dlsdbgqoqb	12069	
8853	18026	8853	xgeekrkxlx	14545	
345	13974	345	aelmeatgww	9233	
8225	10057	8225	vnazndnmbg	17093	
3738	13289	3738	hflmygvgbi	7172	
42	3518	42	frfdibkpbn	11985	
4328	7212	4328	mfqwohsltg	10472	
2027	5413	2027	bfxmpuxovb	14672	
3215	19449	3215	vdlyhxhkdt	6572	
2443	3675	2443	ikijgbvzlm	17659	
7906	5486	7906	uvtlejisby	13544	
3958	19659	3958	yjlexrqrok	11235	
546	16231	546	habvayycvu	18179	
11311	1500	11311	ezwbptcerl	19202	
9041	5412	9041	yibrexuxtt	1844	
2878	1109	2878	dsqsyigvhv	12947	
8389	5641	8389	viwgxeextg	3825	
2218	17824	2218	esytlcdeva	9618	
9785	1699	9785	kqetwrkidt	4566	
795	9363	795	uvoglwxauf	17259	
3256	5322	3256	bnasvxcomq	1120	
3516	18838	3516	vlfyooatxk	12432	
7412	6532	7412	mjuedejehe	9029	
8162	16764	8162	orbpcypiip	4778	
1723	16069	1723	thpmlgslrw	10686	
1871	17496	1871	mrkgeenefl	7456	
3405	15339	3405	ksorxgxykt	19226	
11406	2742	11406	oozrdlrmne	15755	
1182	548	1182	vtxmnaqanj	10370	
4671	8945	4671	eehfsploei	11596	
257	12949	257	ubckscnlyu	10451	
1448	8400	1448	tdmoofoskv	12960	
915	10228	915	rswnapikmd	10243	
232	582	232	aoimvkxulc	8823	
5801	18209	5801	rhkbanpoqf	5708	
450	16614	450	fnrafmpacu	4131	
5993	9965	5993	ewrwyqeank	19166	
2841	5419	2841	ebmjlestss	8484	
8471	10601	8471	yefjsiiovw	11766	
11210	18014	11210	fmvlobfvlz	17512	
9878	6928	9878	gcgrxmctin	7845	
2197	15426	2197	xgbpjzaddq	12115	
4912	1472	4912	szcvhoywrr	8091	
1851	17382	1851	geyvcmzxma	3863	
5009	15265	5009	whplwodact	18076	
7232	12272	7232	mjrbqmzuau	13710	
2020	18424	2020	cflfunelzg	114	
1757	14535	1757	yvtgntrmxf	944	
7081	8584	7081	vrnjzjtmlc	6275	
4603	2744	4603	xvdqemqimn	2575	
7628	974	7628	xojlhsidxd	14800	
5928	666	5928	rthzpnnwhi	9299	
226	576	226	pkrfagtmtj	1022	
5375	18552	5375	phauolklzr	1968	
7152	919	7152	iixyprckxb	1067	
4432	7143	4432	xmepgxedjx	502	
6548	256	6548	jpaleunmjf	8518	
10243	15334	10243	zyzdeeuprd	4058	
4178	4598	4178	vhpkwdgsdl	9363	
10027	12652	10027	hrdsaxnemk	12848	
285	9764	285	nugbrtyqbu	11970	
5021	2391	5021	dxqqslqhtq	9334	
8573	3764	8573	ihxasmrrtq	2538	
4301	16387	4301	gwatmrfzqd	1145	
4481	2492	4481	ffvhhnoxxk	4243	
1702	4657	1702	ersatgkwix	13341	
2170	10727	2170	kkroynyquo	1488	
10951	18858	10951	kmzuktzqjp	11674	
11143	1800	11143	xfqgranizj	12608	
7868	12706	7868	lkqmjkiplc	7581	
7276	2452	7276	psupymdeec	1453	
11709	1939	11709	afjqyqgmnx	19624	
10585	558	10585	qwtheuxwgt	5864	
1151	19720	1151	hfnorfbhvh	4663	
1545	2773	1545	pnyqxgzexj	3517	
6430	12129	6430	usxazwufem	19865	
6339	19437	6339	bdancwchag	13181	
8784	12689	8784	lvsmufvhcv	5952	
9842	4432	9842	xulgyuprln	3044	
8482	14549	8482	opnvuijhun	5169	
11654	2154	11654	alydfanfsi	15278	
825	17155	825	hxaxupvnbq	19347	
9147	15409	9147	esyjlyreop	4794	
4332	7292	4332	nxbfhkqgbw	9113	
8887	9745	8887	pyrsxnreci	9919	
553	17850	553	gewkogoigf	14098	
629	17449	629	dkxsvecxya	19301	
1809	13670	1809	squyieasja	10728	
7685	5986	7685	dkhqoybncs	15569	
11585	13433	11585	twixocgkco	12537	
4587	12969	4587	jdzstzhbta	18612	
10497	15260	10497	cyuxsmfjrj	18479	
10156	15152	10156	rfiytnhqeg	1619	
5318	10702	5318	vlmhialswt	10520	
11619	19408	11619	ndpeypheoc	8740	
9690	19512	9690	rmpuhigvjm	16216	
2025	17875	2025	idkimruupb	4538	
5904	18263	5904	cpiomixuiy	4973	
7117	14283	7117	csbhpawsin	12233	
11179	8865	11179	kfgctaoigy	9204	
2463	14870	2463	lvzhynzker	4389	
6006	1785	6006	tkhgbpzrxx	5657	
7817	13759	7817	loakawxcdb	19554	
10950	9303	10950	phuxshmmgt	4889	
3226	13244	3226	uaaicypzhv	6032	
9723	9408	9723	onhzduwpfd	4059	
8775	8122	8775	gywnjarxun	5638	
2811	7185	2811	afwaqfkdmr	4374	
10331	13136	10331	kjcxyhqiki	14700	
6242	11542	6242	xwyjeskcch	4042	
1955	7366	1955	iskkkafanm	65	
6222	9259	6222	wbewdfeqzd	5005	
4662	1030	4662	nemccbcwtp	15765	
9277	10888	9277	raguqsypme	8937	
503	2497	503	bccvwjwwet	8229	
4839	1040	4839	xhzgoiqipf	6162	
5209	13886	5209	gjlqxjmohk	1596	
9405	1106	9405	ehsyarwxaq	9583	
881	9729	881	shdntcpfem	19424	
7827	18122	7827	ompfqobpvz	18695	
10598	16173	10598	vxhwmryqpy	18421	
6434	867	6434	ntpztvekxb	14859	
10909	15341	10909	opyqoiyubr	18541	
2804	615	2804	mfulytgzjl	1812	
6543	17870	6543	mamgejrfoi	5961	
7697	15396	7697	vxoftjznsy	3198	
7704	19135	7704	yxzuexqyly	15927	
3853	10210	3853	spzlmndpxd	5642	
11860	3114	11860	wqqlaqkrlt	15510	
394	18624	394	abjtvzzcfa	4660	
8399	5030	8399	ybhwngxbjv	14881	
9971	8889	9971	upwnkjcqof	12543	
422	15689	422	opkyivzjtv	17437	
9659	2524	9659	otebpbuxwh	15045	
4527	3903	4527	tonnbqqyvn	8403	
1252	3853	1252	cvrlueziqs	14093	
7944	7452	7944	rcaxnryvxh	16507	
9019	9156	9019	dgzdksrydt	1994	
791	10812	791	xrgcuxkzap	12373	
2371	12545	2371	rlvujqkgag	15524	
11418	3786	11418	iefyilzjqs	9110	
8112	41	8112	hxrbqfznup	4148	
8708	13419	8708	eyziqesrme	18502	
5107	18857	5107	elhmjlkhaw	18553	
3001	7783	3001	lfmqlbkjlr	4003	
6015	17194	6015	mcdufdxpzm	2667	
10748	10329	10748	dxtmnskyti	9400	
5338	16603	5338	xsyaypaujc	11725	
5148	865	5148	nitqlsuwtr	10939	
1495	14271	1495	dojhociuhp	2644	
2625	18220	2625	hhwxoilaoe	15543	
5782	17788	5782	opeddlpuzf	13548	
3728	601	3728	ircfxgwfgc	17076	
9704	1573	9704	yxfcugqexw	2173	
1034	7588	1034	hvddbgqnhh	6510	
10967	16574	10967	kkilgpkiwa	14374	
6349	6897	6349	zdonwepssk	4563	
10846	12486	10846	iqsfvbrnqo	19576	
1593	1187	1593	hitmzdyszc	13935	
6747	13571	6747	egikanmlbu	502	
279	13516	279	angqmzhotz	13087	
9223	2175	9223	veuanzbvrg	9325	
9672	3820	9672	dndqlpnwom	8538	
2070	18259	2070	nbldaqffgn	10704	
7311	1407	7311	nuuhseegfv	19339	
9737	63	9737	limocpcbfj	11810	
11140	17533	11140	nefooikyni	703	
9287	16202	9287	wctdvarcir	19720	
5078	14139	5078	opsjabbrvo	6252	
1807	8989	1807	dmwdehdrja	15866	
2628	16465	2628	sfvailfvuj	13534	
2734	14067	2734	daafjujyfy	8004	
4184	16391	4184	tvqbftssek	5555	
9816	10158	9816	ersttwafjr	5780	
11237	13656	11237	jbsgutxutc	18735	
2113	7178	2113	khmwpkaelu	15808	
2248	13919	2248	zadfkkllrh	6019	
6857	2039	6857	kdltvzolqs	13226	
3316	4467	3316	jbaspiqfou	6957	
7909	15340	7909	vhnajdgeul	8601	
8316	4771	8316	zjbozuczje	5414	
8395	13578	8395	khbeyemldw	11819	
3251	18134	3251	vmawloprlo	627	
2884	12422	2884	frotuodshp	17700	
8448	384	8448	umwarehqec	1106	
10691	8284	10691	qchsumbxgv	16603	
7581	17607	7581	wrqtbcjptd	8213	
8472	15953	8472	vxhczhntrh	5230	
10269	2983	10269	kbyniaqhpp	11700	
951	6627	951	uecjxhefdf	14388	
2906	4478	2906	mmubzdlwce	3297	
6179	15179	6179	gawlzclfxk	2722	
3221	10976	3221	iooruxzkkw	18869	
2412	1195	2412	zjzrkuazae	10266	
886	10161	886	onnebobjan	13025	
507	4873	507	letcbqxzml	10982	
5002	17495	5002	wxtoyiophp	8070	
5873	2411	5873	oluraejcjv	4152	
1349	18148	1349	keujzxvxqa	12101	
4751	9556	4751	mfxxwubibl	18233	
9230	14644	9230	vkrhmskrbd	18860	
2709	13125	2709	smgtymahhc	8480	
4055	6195	4055	abfvddroxk	3965	
4898	12082	4898	rerpnrnzpe	11990	
10057	10841	10057	ajojlwusgb	1691	
3243	8332	3243	gdbizwrxkj	17955	
1950	7929	1950	qfvzyibltz	14616	
3684	18162	3684	hvtwwcpjft	17725	
1398	11935	1398	cvazgczgqj	17533	
5073	2013	5073	pleydejglu	12092	
7114	18433	7114	agubcipslx	19125	
4639	12078	4639	wnuhrofuho	14299	
